Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
Becky,2020,5.9,"14,816","Action, Crime, Drama",93 ,Film,R,-,None,Severe,Moderate,None,Moderate
Adrift,2018,6.6,"52,099","Action, Adventure, Biography",96 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate
Destroyer,2018,6.2,"27,709","Action, Crime, Drama",121 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
Chappelle's Show,2018,8.7,"59,031","Comedy, Music",22 ,Series,TV-MA,33,Moderate,Mild,Severe,Moderate,None
In the Shadow of the Moon,2019,6.2,"46,340","Crime, Mystery, Sci-Fi",115 ,Film,TV-MA,-,Mild,Moderate,Moderate,Mild,Mild
Real World/Road Rules Challenge,2019,7.7,"2,924","Adventure, Game-Show, Reality-TV",30 ,Series,TV-14,576,Severe,Mild,Severe,Moderate,Mild
Alter Ego,2019,3.3,163,Reality-TV,None,Series,TV-PG,4,No Rate,No Rate,No Rate,No Rate,No Rate
Cinderella Man,2005,8.0,"181,770","Biography, Drama, History",144 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
Asteroid City,2022,No Rate,No Votes,"Comedy, Romance",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Alone,2022,8.4,"4,175","Documentary, Reality-TV",44 ,Series,TV-14,92,None,Moderate,Mild,No Rate,No Rate
Undone,2022,8.2,"16,148","Animation, Drama, Fantasy",23 ,Series,TV-MA,9,Mild,Moderate,Moderate,Mild,Moderate
Project Blue Book,2022,7.7,"11,908","Drama, Mystery, Sci-Fi",45 ,Series,TV-14,20,Mild,Moderate,Mild,Mild,Moderate
Starsky and Hutch,2022,7.0,"8,618","Action, Crime, Drama",60 ,Series,None,92,No Rate,No Rate,No Rate,No Rate,No Rate
Tales of the Unexpected,2022,7.7,"1,873","Comedy, Drama, Horror",25 ,Series,None,112,No Rate,No Rate,No Rate,No Rate,No Rate
Sputnik,2020,6.4,"21,193","Drama, Horror, Mystery",113 ,Film,Not Rated,-,Mild,Severe,None,None,Moderate
Tea and Sympathy,1956,7.3,"2,576",Drama,122 ,Film,Approved,-,No Rate,No Rate,No Rate,No Rate,No Rate
Diet of Sex,2014,4.6,"1,911","Comedy, Drama, Romance",72 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Dark Skies,2013,6.3,"73,503","Horror, Sci-Fi, Thriller",97 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Severe
Argylle,2022,No Rate,No Votes,Action,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Bloody Hell,2020,6.6,"4,760","Action, Comedy, Horror",93 ,Film,R,-,None,Moderate,Severe,Mild,Moderate
Cat People,1982,6.2,"20,284","Fantasy, Horror, Thriller",118 ,Film,R,-,Moderate,Moderate,Mild,None,Moderate
The Purge: Election Year,2016,6.0,"95,721","Action, Horror, Sci-Fi",108 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
Despicable Me 3,2017,6.3,"122,713","Animation, Adventure, Comedy",89 ,Film,PG,-,Mild,Mild,Mild,None,Mild
Nurse 3-D,2013,4.5,"10,200","Horror, Thriller",84 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
Mou gaan dou,2002,8.0,"121,532","Action, Crime, Drama",101 ,Film,R,-,None,Moderate,Mild,Moderate,Moderate
The Break-Up,2006,5.8,"129,197","Comedy, Drama, Romance",106 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
The Mighty Ducks: Game Changers,2006,7.5,"4,049","Comedy, Drama, Sport",None,Series,TV-PG,11,None,None,Mild,Mild,None
Bugsy Malone,1976,6.8,"17,228","Comedy, Crime, Family",93 ,Film,G,-,None,None,None,Mild,None
Cyst,2020,4.5,272,"Comedy, Horror, Sci-Fi",69 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
To the Lake,2019,7.3,"11,279","Drama, Sci-Fi, Thriller",None,Series,TV-MA,9,Moderate,Severe,Moderate,Moderate,Moderate
Touched by an Angel,2019,6.0,"6,766","Drama, Family, Fantasy",60 ,Series,TV-G,211,None,Mild,Mild,Mild,Mild
Durante la tormenta,2018,7.4,"49,608","Drama, Fantasy, Mystery",128 ,Film,TV-MA,-,Mild,Mild,Mild,Mild,Mild
High Noon,1952,8.0,"101,009","Drama, Thriller, Western",85 ,Film,PG,-,None,Mild,None,Mild,Mild
Joey,1952,6.0,"42,116","Comedy, Romance",22 ,Series,TV-14,46,Mild,None,Mild,Mild,None
The Benchwarmers,2006,5.5,"49,754","Comedy, Sport",85 ,Film,PG-13,-,Mild,Mild,Mild,Mild,None
The Other Boleyn Girl,2008,6.7,"108,576","Biography, Drama, History",115 ,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
Penteuhauseu,2008,8.1,"1,847","Crime, Drama, Mystery",70 ,Series,None,52,No Rate,No Rate,No Rate,No Rate,No Rate
Green Acres,2008,7.2,"6,297","Comedy, Family",30 ,Series,TV-G,170,No Rate,No Rate,No Rate,No Rate,No Rate
Dreamland,2019,5.8,"4,782","Drama, Thriller",98 ,Film,R,-,Moderate,Mild,Moderate,None,Mild
The Golden Child,1986,6.0,"54,371","Action, Adventure, Comedy",94 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
It Had to Be You,2000,5.7,"1,884","Comedy, Romance",96 ,Film,PG,-,No Rate,No Rate,No Rate,No Rate,No Rate
Secondhand Lions,2003,7.5,"55,894","Comedy, Drama, Family",111 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
Firebird,2021,7.8,"2,855","Drama, Romance",107 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
The Dragon Prince,2021,8.4,"19,443","Animation, Adventure, Drama",26 ,Series,TV-Y7,27,None,Mild,None,None,Mild
Allegiant,2016,5.7,"115,284","Action, Adventure, Mystery",120 ,Film,PG-13,-,Mild,Mild,Mild,None,Mild
Cam,2018,5.9,"29,553","Drama, Horror, Mystery",94 ,Film,TV-MA,-,Severe,Moderate,Moderate,Mild,Moderate
Rush Hour 3,2007,6.2,"160,113","Action, Comedy, Crime",91 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Moderate
Patriot Games,1992,6.9,"107,865","Action, Thriller",117 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
Point Break,2015,5.3,"60,698","Action, Adventure, Crime",114 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
Water,1985,6.1,"2,362","Adventure, Comedy, Drama",115 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
Animal Kingdom,2010,7.3,"56,420","Crime, Drama",113 ,Film,R,-,None,Moderate,Severe,Severe,Moderate
The Taking,2014,6.0,"29,133","Horror, Mystery, Thriller",90 ,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
The Bad Guys,2022,No Rate,No Votes,"Animation, Adventure, Comedy",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Judge Dredd,1995,5.6,"114,448","Action, Crime, Sci-Fi",96 ,Film,R,-,None,Severe,Mild,Mild,Moderate
Sin-gwa ham-kke: Jwi-wa beol,2017,7.3,"13,707","Action, Drama, Fantasy",139 ,Film,Not Rated,-,None,Moderate,Moderate,Mild,Moderate
Bull Durham,1988,7.1,"51,638","Comedy, Romance, Sport",108 ,Film,R,-,Moderate,Mild,Severe,Mild,None
Blue's Clues,1988,6.9,"5,420","Animation, Comedy, Family",25 ,Series,TV-Y,176,None,None,None,None,None
Dharma & Greg,1988,6.3,"29,509","Comedy, Romance",30 ,Series,TV-PG,119,Mild,Mild,Mild,Mild,None
Ophelia,2018,6.6,"9,539","Drama, Romance, Thriller",114 ,Film,PG-13,-,Mild,Mild,None,None,Mild
Lars and the Real Girl,2007,7.3,"142,000","Comedy, Drama, Romance",106 ,Film,PG-13,-,Mild,None,Mild,Mild,None
The Skeleton Key,2005,6.5,"110,280","Drama, Horror, Mystery",104 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
The Perfection,2018,6.2,"39,662","Drama, Horror, Music",90 ,Film,TV-MA,-,Moderate,Severe,Severe,Moderate,Severe
I Dream Too Much,1935,5.4,563,"Comedy, Romance, Musical",97 ,Film,Passed,-,Mild,Mild,None,Mild,None
Frances Ha,2012,7.5,"79,230","Comedy, Drama, Romance",86 ,Film,R,-,Mild,None,Moderate,Mild,None
Sin nombre,2009,7.6,"32,071","Adventure, Crime, Drama",96 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Moderate
Seulgirowun Gamppangsaenghwal,2009,8.4,"2,524","Comedy, Drama",90 ,Series,None,16,No Rate,No Rate,No Rate,No Rate,No Rate
Boys Don't Cry,1999,7.5,"95,199","Biography, Crime, Drama",118 ,Film,R,-,Severe,Severe,Severe,Moderate,Severe
Between Two Ferns: The Movie,2019,6.1,"29,180",Comedy,82 ,Film,TV-MA,-,Mild,Mild,Moderate,Mild,None
Joe Dirt,2001,6.0,"54,504","Adventure, Comedy, Drama",91 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
Now and Then,1995,6.8,"28,474","Comedy, Drama, Romance",100 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
The Transporter,2002,6.8,"293,541","Action, Crime, Thriller",92 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
The Wolf of Snow Hollow,2020,6.2,"15,505","Comedy, Horror, Mystery",83 ,Film,R,-,Mild,Severe,Severe,Moderate,Moderate
Taeksi woonjunsa,2017,7.9,"20,311","Action, Drama, History",137 ,Film,Not Rated,-,None,Moderate,Mild,Mild,Moderate
Outside the Wire,2021,5.4,"38,983","Action, Adventure, Fantasy",114 ,Film,R,-,None,Moderate,Severe,Mild,Moderate
Ran,1985,8.2,"119,814","Action, Drama, War",162 ,Film,R,-,None,Severe,Mild,None,Moderate
Disaster Movie,2008,1.9,"89,557","Comedy, Sci-Fi",87 ,Film,PG-13,-,Moderate,Severe,Severe,Severe,Severe
Surge,2020,6.2,"1,354",Thriller,105 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Hot Shots!,1991,6.8,"103,840","Action, Comedy",84 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
Waterloo Road,1991,7.2,"3,003","Drama, Romance",53 ,Series,TV-14,201,Mild,Mild,Mild,Moderate,Moderate
Greek,1991,7.5,"24,014","Comedy, Drama, Family",60 ,Series,TV-14,74,No Rate,No Rate,No Rate,No Rate,No Rate
Trolls,2016,6.5,"76,495","Animation, Adventure, Comedy",92 ,Film,PG,-,None,None,Mild,None,Mild
Der Name der Rose,1986,7.7,"105,392","Crime, Drama, Mystery",130 ,Film,R,-,Moderate,Moderate,Mild,None,Moderate
Short Circuit,1986,6.7,"59,570","Comedy, Family, Sci-Fi",98 ,Film,PG,-,Mild,Mild,Moderate,Mild,Mild
The Proposition,2005,7.3,"51,575","Crime, Drama, Western",104 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
Doomsday,2008,5.9,"75,410","Action, Sci-Fi, Thriller",113 ,Film,R,-,Mild,Severe,Severe,Mild,Moderate
Song to Song,2017,5.7,"20,192","Drama, Music, Romance",129 ,Film,R,-,Moderate,Mild,Moderate,Moderate,None
Dragged Across Concrete,2018,6.9,"42,145","Action, Crime, Drama",158 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
Get Smart,2008,6.5,"210,717","Action, Adventure, Comedy",110 ,Film,PG-13,-,Mild,Mild,Mild,None,Mild
The Long Kiss Goodnight,1996,6.8,"76,733","Action, Crime, Drama",121 ,Film,R,-,Mild,Severe,Severe,Mild,Moderate
Spinning Out,2020,7.6,"12,369","Drama, Sport",48 ,Series,TV-MA,10,Moderate,Mild,Moderate,Moderate,Mild
Save Me,2020,7.7,"5,011","Drama, Mystery",270 ,Series,TV-MA,18,Mild,Mild,Moderate,Moderate,No Rate
The Republic of Sarah,2021,5.6,723,Drama,None,Series,TV-14,13,No Rate,No Rate,No Rate,No Rate,No Rate
Cocktail,1988,5.9,"82,400","Comedy, Drama, Romance",104 ,Film,R,-,Mild,Moderate,Moderate,Moderate,Mild
10 Years,2011,6.1,"25,016","Comedy, Drama, Romance",110 ,Film,PG-13,-,Mild,None,Mild,Mild,None
Scott & Bailey,2011,8.0,"7,743","Crime, Drama, Mystery",45 ,Series,TV-14,33,Mild,Mild,Moderate,Mild,No Rate
House at the End of the Street,2012,5.6,"75,314","Drama, Horror, Thriller",101 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
"Luchshe, chem lyudi",2012,7.4,"7,863","Drama, Sci-Fi",52 ,Series,None,16,No Rate,No Rate,No Rate,No Rate,No Rate
Twist,2021,4.1,"2,261","Action, Drama",90 ,Film,R,-,Mild,Moderate,Moderate,Moderate,Mild
Raven's Home,2021,7.3,"2,802","Comedy, Family",22 ,Series,TV-G,82,None,None,None,None,None
Young Guns,1988,6.9,"58,138","Action, Western",107 ,Film,R,-,Mild,Moderate,Moderate,Moderate,Mild
Yoga Hosers,2016,4.3,"13,280","Action, Comedy, Fantasy",88 ,Film,PG-13,-,Mild,Mild,Mild,Mild,No Rate
The Postman,1997,6.1,"71,409","Action, Adventure, Drama",177 ,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
Shin Evangelion Gekijôban,2021,8.1,"6,327","Animation, Action, Drama",154 ,Film,TV-MA,-,Moderate,Moderate,Mild,None,Severe
Dumbo,2019,6.3,"71,014","Adventure, Family, Fantasy",112 ,Film,PG,-,None,Mild,None,None,Mild
Posledniy bogatyr. Koren' Zla,2021,5.9,700,"Adventure, Comedy, Family",121 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Step Up,2006,6.5,"114,396","Crime, Drama, Music",104 ,Film,PG-13,-,None,Mild,Mild,Mild,Mild
World Trade Center,2006,5.9,"81,885","Drama, History, Thriller",129 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Severe
Cocomelon,2006,4.5,358,"Animation, Comedy, Family",None,Series,TV-PG,80,None,None,None,None,Moderate
Seventh Son,2014,5.5,"74,580","Action, Adventure, Fantasy",102 ,Film,PG-13,-,None,Moderate,Mild,Mild,Mild
Failure to Launch,2006,5.6,"77,577","Comedy, Romance",97 ,Film,PG-13,-,Mild,Mild,Mild,Mild,None
Out of Sight,1998,7.0,"89,535","Comedy, Crime, Drama",123 ,Film,R,-,Mild,Moderate,Severe,Mild,Mild
Small Soldiers,1998,6.2,"96,238","Action, Adventure, Comedy",108 ,Film,PG-13,-,None,Mild,Mild,Mild,Mild
Work in Progress,1998,7.2,"1,682",Comedy,30 ,Series,TV-MA,18,No Rate,No Rate,No Rate,No Rate,No Rate
The Glass Castle,2017,7.1,"31,906","Biography, Drama",127 ,Film,PG-13,-,Mild,Mild,Moderate,Moderate,Moderate
Revolver,2005,6.4,"92,713","Action, Crime, Drama",111 ,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
Evan Almighty,2007,5.4,"143,357","Comedy, Family, Fantasy",96 ,Film,PG,-,Mild,Mild,Mild,None,None
Cabin Fever,2002,5.6,"76,101",Horror,93 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
In Plain Sight,2002,7.3,"11,287","Crime, Drama, Mystery",60 ,Series,TV-14,61,No Rate,No Rate,No Rate,No Rate,No Rate
37°2 le matin,1986,7.4,"20,377","Drama, Romance",185 ,Film,Unrated,-,Severe,Moderate,Moderate,Moderate,Moderate
First Cow,2019,7.1,"15,010","Drama, Western",122 ,Film,PG-13,-,None,None,Mild,Mild,Mild
The Brown Bunny,2003,5.0,"15,043",Drama,93 ,Film,Not Rated,-,Severe,Mild,Mild,Mild,None
Snakes on a Plane,2006,5.4,"136,125","Action, Adventure, Crime",105 ,Film,R,-,Moderate,Moderate,Moderate,Moderate,Moderate
The Bridges of Madison County,1995,7.6,"77,264","Drama, Romance",135 ,Film,PG-13,-,Moderate,None,Mild,Mild,None
Can't Hardly Wait,1998,6.5,"48,497","Comedy, Romance",100 ,Film,PG-13,-,Mild,None,Moderate,Severe,None
Get Shorty,1998,8.2,"6,661","Comedy, Crime",60 ,Series,TV-MA,27,Moderate,Severe,Moderate,Moderate,Mild
Halloween Wars,1998,7.8,495,"Family, Game-Show, Reality-TV",42 ,Series,TV-G,53,No Rate,No Rate,No Rate,No Rate,No Rate
My Own Private Idaho,1991,7.0,"53,866",Drama,104 ,Film,R,-,Moderate,Mild,Moderate,Moderate,Moderate
The Laundromat,2019,6.3,"47,733","Comedy, Crime, Drama",96 ,Film,R,-,Moderate,Mild,Mild,Mild,Mild
Homicide: Life on the Street,2019,8.6,"12,197","Crime, Drama, Mystery",60 ,Series,TV-14,122,Moderate,Severe,Mild,Mild,Severe
Taken 2,2012,6.3,"297,908","Action, Crime, Thriller",92 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
Amores perros,2000,8.1,"232,561","Drama, Thriller",154 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
Entrapment,1999,6.3,"111,773","Action, Crime, Romance",113 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
A Different World,1999,6.9,"6,358",Comedy,60 ,Series,TV-PG,144,No Rate,No Rate,No Rate,No Rate,No Rate
Taps,1981,6.8,"17,458",Drama,126 ,Film,PG,-,Mild,Mild,Mild,Mild,Moderate
Emmerdale Farm,1981,4.8,"3,057","Drama, Romance",30 ,Series,TV-PG,8036,Moderate,Moderate,Mild,Moderate,Severe
Meet the Spartans,2008,2.8,"106,020","Comedy, Fantasy",87 ,Film,PG-13,-,Moderate,Moderate,Moderate,Moderate,Severe
Trying,2008,7.7,"5,342",Comedy,30 ,Series,TV-14,17,Mild,None,No Rate,No Rate,No Rate
Giri/Haji,2019,7.9,"12,497","Crime, Drama, Mystery",461 ,Series,TV-MA,8,Moderate,Severe,Moderate,Severe,Moderate
Staged,2019,8.6,"5,487","Comedy, Drama",22 ,Series,Not Rated,14,None,None,Severe,Mild,None
Pocahontas,1995,6.7,"177,837","Animation, Adventure, Drama",81 ,Film,G,-,None,Mild,None,None,Mild
Ci sha xiao shuo jia,2021,6.2,"1,758","Action, Adventure, Crime",130 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
A Hidden Life,2019,7.4,"21,688","Biography, Drama, Romance",174 ,Film,PG-13,-,None,Moderate,None,Mild,Moderate
The Ward,2010,5.6,"41,603","Horror, Mystery, Thriller",89 ,Film,R,-,None,Moderate,Mild,Mild,Moderate
Here Today,2021,6.5,"2,025","Comedy, Drama",93 ,Film,PG-13,-,None,None,Moderate,None,Mild
Cujo,1983,6.1,"43,350","Horror, Thriller",93 ,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
The Searchers,1956,7.9,"85,504","Adventure, Drama, Western",119 ,Film,Passed,-,None,Mild,Mild,Mild,Mild
Burden of Truth,1956,7.3,"3,726",Drama,44 ,Series,TV-PG,34,Mild,No Rate,No Rate,No Rate,No Rate
Underworld: Evolution,2006,6.7,"194,920","Action, Fantasy, Thriller",106 ,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
Minions: The Rise of Gru,2022,No Rate,No Votes,"Animation, Adventure, Comedy",90 ,Film,PG,-,No Rate,No Rate,No Rate,No Rate,No Rate
The Long Call,2022,No Rate,No Votes,"Crime, Drama",None,Series,None,4,No Rate,No Rate,No Rate,No Rate,No Rate
This Is Where I Leave You,2014,6.6,"76,490","Comedy, Drama",103 ,Film,R,-,Mild,Mild,Severe,Moderate,Mild
Superhost,2021,5.8,"1,362","Horror, Thriller",84 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Fatale,2020,5.4,"8,182",Thriller,102 ,Film,R,-,Mild,Mild,Moderate,No Rate,No Rate
Braqueurs,2015,6.3,"4,889","Action, Crime, Drama",81 ,Film,TV-MA,-,Moderate,Moderate,Moderate,Mild,Mild
Generation,2021,6.8,"4,045","Comedy, Drama",30 ,Series,TV-MA,16,Severe,Mild,Severe,Moderate,Severe
Power Rangers: Dino Fury,2021,6.8,309,"Action, Adventure, Comedy",21 ,Series,TV-Y7,44,Mild,Moderate,None,None,Mild
Air Force One,1997,6.5,"188,197","Action, Drama, Thriller",124 ,Film,R,-,None,Moderate,Moderate,Mild,Moderate
El mariachi,1992,6.9,"65,453","Action, Crime, Thriller",81 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
Shazam! Fury of the Gods,2023,No Rate,No Votes,"Action, Adventure, Comedy",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Locked Down,2021,5.2,"9,994","Comedy, Crime, Romance",118 ,Film,R,-,Mild,None,Moderate,Mild,Mild
47 Meters Down,2017,5.7,"52,097","Adventure, Drama, Horror",89 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
After Earth,2013,4.8,"196,546","Action, Adventure, Sci-Fi",100 ,Film,PG-13,-,None,Moderate,None,None,Moderate
13 Minutes (II),2021,No Rate,No Votes,"Action, Drama, Thriller",108 ,Film,PG-13,-,No Rate,No Rate,No Rate,No Rate,No Rate
Night at the Museum: Battle of the Smithsonian,2009,6.0,"185,936","Adventure, Comedy, Family",105 ,Film,PG,-,None,Mild,Mild,None,Mild
Just Friends,2005,6.2,"111,134","Comedy, Romance",96 ,Film,PG-13,-,Moderate,Mild,Mild,Mild,None
The Handmaid's Tale,1990,6.0,"9,458","Drama, Romance, Sci-Fi",109 ,Film,R,-,Moderate,Severe,Moderate,Mild,Mild
Traces,1990,6.9,"3,396","Crime, Mystery, Thriller",45 ,Series,TV-14,12,Mild,Moderate,Severe,Moderate,Mild
Triple 9,2016,6.3,"70,090","Action, Crime, Thriller",115 ,Film,R,-,Moderate,Severe,Severe,Severe,Moderate
The Maltese Falcon,1941,8.0,"153,730","Crime, Film-Noir, Mystery",100 ,Film,Passed,-,None,Mild,None,Mild,None
Due Date,2010,6.5,"333,119","Comedy, Drama",95 ,Film,R,-,Mild,Mild,Severe,Moderate,Mild
The Cat in the Hat,2003,4.0,"79,938","Adventure, Comedy, Family",82 ,Film,PG,-,Moderate,Mild,Mild,Mild,Moderate
Stepmom,1998,6.8,"64,129","Comedy, Drama",125 ,Film,PG-13,-,Mild,None,Moderate,Mild,Mild
Splash,1984,6.3,"73,908","Comedy, Fantasy, Romance",111 ,Film,PG,-,Moderate,Mild,Mild,Mild,Mild
Saw V,2008,5.8,"120,431","Crime, Horror, Mystery",92 ,Film,R,-,None,Severe,Severe,Mild,Severe
Mistresses,2008,7.6,"1,960",Drama,60 ,Series,None,16,No Rate,No Rate,No Rate,No Rate,No Rate
Adam: The Mirror,2017,6.9,"1,187","Animation, Short, Sci-Fi",7 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Crossing Jordan,2017,7.0,"10,696","Crime, Drama, Mystery",60 ,Series,TV-14,117,No Rate,Severe,Severe,No Rate,No Rate
Mr. Right,2015,6.4,"53,543","Action, Comedy, Romance",95 ,Film,R,-,Mild,Moderate,Severe,Mild,Mild
Je Suis Karl,2021,5.4,514,"Drama, Romance, Thriller",126 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Perception,2021,7.5,"20,238","Crime, Drama, Mystery",42 ,Series,TV-14,39,Mild,Mild,Moderate,Mild,Mild
Space Cowboys,2000,6.5,"78,341","Action, Adventure, Thriller",130 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
The Water Man,2020,5.4,"3,081","Adventure, Drama, Family",91 ,Film,PG,-,None,Moderate,Moderate,None,Moderate
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,8.1,"47,000","Animation, Action, Drama",87 ,Film,TV-MA,-,Severe,Severe,Moderate,None,Severe
Pixels,2015,5.5,"137,442","Animation, Action, Comedy",105 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
Haven,2015,7.5,"36,681","Crime, Drama, Fantasy",60 ,Series,TV-PG,78,Mild,Moderate,Mild,Mild,Mild
Ajeossi,2010,7.8,"66,462","Action, Crime, Drama",119 ,Film,R,-,Mild,Severe,Severe,Moderate,Moderate
Lake Placid,1999,5.7,"58,638","Action, Comedy, Horror",82 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
Professor T.,1999,8.0,"1,828","Comedy, Crime, Drama",53 ,Series,Not Rated,39,No Rate,No Rate,No Rate,No Rate,No Rate
Winter's Bone,2010,7.2,"139,513","Drama, Mystery",100 ,Film,R,-,None,Moderate,Moderate,Severe,Mild
The Mummy,1932,7.1,"25,217","Fantasy, Horror",73 ,Film,Approved,-,None,Mild,None,None,Mild
Sergio,2020,6.1,"9,130","Biography, Drama, History",118 ,Film,R,-,Moderate,Moderate,Mild,Mild,Mild
Patton,1970,7.9,"98,853","Biography, Drama, War",172 ,Film,PG,-,None,Moderate,Moderate,Mild,Moderate
Fried Barry,2020,5.6,"1,775","Comedy, Horror, Sci-Fi",99 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
10,1979,6.1,"17,216","Comedy, Romance",122 ,Film,R,-,Severe,None,Mild,Moderate,None
Stealth,2005,5.1,"53,043","Action, Adventure, Sci-Fi",121 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
The Gateway,2021,4.5,425,Thriller,91 ,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
Crossing Lines,2021,7.3,"12,701","Action, Crime, Drama",43 ,Series,TV-14,34,Moderate,Severe,Severe,None,No Rate
Finding Alice,2021,5.8,"1,709","Comedy, Drama",46 ,Series,Not Rated,7,No Rate,No Rate,No Rate,Mild,No Rate
Marathon Man,1976,7.4,"60,857","Crime, Thriller",125 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
Insidious: Chapter 2,2013,6.6,"162,978","Horror, Mystery, Thriller",106 ,Film,PG-13,-,None,Moderate,Mild,None,Severe
Hooligans,2005,7.4,"146,326","Crime, Drama, Sport",109 ,Film,R,-,None,Severe,Severe,Moderate,Moderate
The God Committee,2021,5.7,"2,615",Thriller,98 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
Secrets of Sulphur Springs,2021,7.7,"1,637","Adventure, Drama, Family",24 ,Series,TV-PG,12,No Rate,No Rate,None,No Rate,Mild
The Grey,2011,6.8,"246,614","Action, Adventure, Drama",117 ,Film,R,-,None,Severe,Severe,Mild,Severe
Kung Fu Panda 3,2016,7.1,"144,918","Animation, Action, Adventure",95 ,Film,PG,-,None,Mild,None,None,Mild
You're the Worst,2016,8.1,"24,591","Comedy, Drama, Romance",30 ,Series,TV-MA,62,Moderate,Mild,Severe,Severe,Mild
"Good Morning, Miss Bliss",2016,6.8,"1,801","Comedy, Family",30 ,Series,TV-G,14,No Rate,No Rate,No Rate,No Rate,No Rate
Rawhide,2016,8.0,"3,506",Western,50 ,Series,TV-PG,217,No Rate,No Rate,No Rate,No Rate,No Rate
High-Rise,2015,5.6,"40,641","Drama, Sci-Fi",119 ,Film,R,-,Severe,Severe,Moderate,Severe,Moderate
The Equalizer,2015,7.8,"4,900","Action, Crime, Drama",48 ,Series,TV-PG,88,Mild,Mild,Mild,Mild,Mild
